"COUNTRY","EMPSTAT","FREQUENCY","TIME_FORMAT","obsTime","obsValue"
"OECD","TE","A","P1Y","2006",1802.80493164062
"OECD","TE","A","P1Y","2007",1798.77294921875
"OECD","TE","A","P1Y","2008",1790.62585449219
"OECD","TE","A","P1Y","2009",1765.169921875
"OECD","TE","A","P1Y","2010",1772.23791503906
"OECD","TE","A","P1Y","2011",1769.5029296875
"OECD","TE","A","P1Y","2012",1769.69763183594
"OECD","TE","A","P1Y","2013",1761.73986816406
"OECD","TE","A","P1Y","2014",1763.42651367188
"OECD","TE","A","P1Y","2015",1765.69604492188
"ISR","TE","A","P1Y","1995",1995
"ISR","TE","A","P1Y","1996",2017
"ISR","TE","A","P1Y","1997",2027
"ISR","TE","A","P1Y","1998",2003
"ISR","TE","A","P1Y","1999",2003
"ISR","TE","A","P1Y","2000",2017
"ISR","TE","A","P1Y","2001",1979
"ISR","TE","A","P1Y","2002",1993
"ISR","TE","A","P1Y","2003",1974
"ISR","TE","A","P1Y","2004",1942
"ISR","TE","A","P1Y","2005",1931
"ISR","TE","A","P1Y","2006",1919
"ISR","TE","A","P1Y","2007",1931
"ISR","TE","A","P1Y","2008",1929
"ISR","TE","A","P1Y","2009",1927
"ISR","TE","A","P1Y","2010",1918
"ISR","TE","A","P1Y","2011",1920
"ISR","TE","A","P1Y","2012",1910
"ISR","TE","A","P1Y","2013",1867
"ISR","TE","A","P1Y","2014",1853
"ISR","TE","A","P1Y","2015",1858
"CHL","DE","A","P1Y","1996",2334
"CHL","DE","A","P1Y","1997",2301
"CHL","DE","A","P1Y","1998",2337
"CHL","DE","A","P1Y","1999",2331
"CHL","DE","A","P1Y","2000",2318
"CHL","DE","A","P1Y","2001",2307
"CHL","DE","A","P1Y","2002",2309
"CHL","DE","A","P1Y","2003",2304
"CHL","DE","A","P1Y","2004",2317
"CHL","DE","A","P1Y","2005",2227
"CHL","DE","A","P1Y","2006",2217
"CHL","DE","A","P1Y","2007",2168
"CHL","DE","A","P1Y","2008",2143
"CHL","DE","A","P1Y","2009",2140
"CHL","DE","A","P1Y","2010",2123.4
"CHL","DE","A","P1Y","2011",2118.6
"CHL","DE","A","P1Y","2012",2096.3
"CHL","DE","A","P1Y","2013",2084.9
"CHL","DE","A","P1Y","2014",2064.5
"CHL","DE","A","P1Y","2015",2058.6
"CHL","TE","A","P1Y","1996",2313
"CHL","TE","A","P1Y","1997",2256
"CHL","TE","A","P1Y","1998",2299
"CHL","TE","A","P1Y","1999",2277
"CHL","TE","A","P1Y","2000",2263
"CHL","TE","A","P1Y","2001",2242
"CHL","TE","A","P1Y","2002",2250
"CHL","TE","A","P1Y","2003",2235
"CHL","TE","A","P1Y","2004",2232
"CHL","TE","A","P1Y","2005",2157
"CHL","TE","A","P1Y","2006",2165
"CHL","TE","A","P1Y","2007",2128
"CHL","TE","A","P1Y","2008",2095
"CHL","TE","A","P1Y","2009",2074
"CHL","TE","A","P1Y","2010",2069.6
"CHL","TE","A","P1Y","2011",2047.4
"CHL","TE","A","P1Y","2012",2024
"CHL","TE","A","P1Y","2013",2015.3
"CHL","TE","A","P1Y","2014",1990.1
"CHL","TE","A","P1Y","2015",1987.5
"SVN","DE","A","P1Y","2000",1606.4
"SVN","DE","A","P1Y","2001",1583.6
"SVN","DE","A","P1Y","2002",1622.7
"SVN","DE","A","P1Y","2003",1636.6
"SVN","DE","A","P1Y","2004",1664.9
"SVN","DE","A","P1Y","2005",1626.3
"SVN","DE","A","P1Y","2006",1604.1
"SVN","DE","A","P1Y","2007",1593.1
"SVN","DE","A","P1Y","2008",1605.9
"SVN","DE","A","P1Y","2009",1619.9
"SVN","DE","A","P1Y","2010",1636.2
"SVN","DE","A","P1Y","2011",1621.4
"SVN","DE","A","P1Y","2012",1591.8
"SVN","DE","A","P1Y","2013",1612.4
"SVN","DE","A","P1Y","2014",1627.3
"SVN","DE","A","P1Y","2015",1629.6
"SVN","TE","A","P1Y","1995",1755
"SVN","TE","A","P1Y","1996",1727
"SVN","TE","A","P1Y","1997",1715
"SVN","TE","A","P1Y","1998",1728
"SVN","TE","A","P1Y","1999",1730
"SVN","TE","A","P1Y","2000",1710
"SVN","TE","A","P1Y","2001",1696
"SVN","TE","A","P1Y","2002",1721
"SVN","TE","A","P1Y","2003",1724
"SVN","TE","A","P1Y","2004",1737
"SVN","TE","A","P1Y","2005",1697
"SVN","TE","A","P1Y","2006",1667
"SVN","TE","A","P1Y","2007",1655
"SVN","TE","A","P1Y","2008",1674
"SVN","TE","A","P1Y","2009",1679
"SVN","TE","A","P1Y","2010",1680
"SVN","TE","A","P1Y","2011",1663
"SVN","TE","A","P1Y","2012",1636
"SVN","TE","A","P1Y","2013",1655
"SVN","TE","A","P1Y","2014",1676
"SVN","TE","A","P1Y","2015",1676
"EST","DE","A","P1Y","2003",2062
"EST","DE","A","P1Y","2004",2064
"EST","DE","A","P1Y","2005",2078
"EST","DE","A","P1Y","2006",2057
"EST","DE","A","P1Y","2007",2055
"EST","DE","A","P1Y","2008",2046
"EST","DE","A","P1Y","2009",1971
"EST","DE","A","P1Y","2010",2004
"EST","DE","A","P1Y","2011",2030
"EST","DE","A","P1Y","2012",2018
"EST","DE","A","P1Y","2013",2019
"EST","DE","A","P1Y","2014",2008
"EST","DE","A","P1Y","2015",1995
"EST","TE","A","P1Y","2000",1978
"EST","TE","A","P1Y","2001",1970
"EST","TE","A","P1Y","2002",1973
"EST","TE","A","P1Y","2003",1978
"EST","TE","A","P1Y","2004",1986
"EST","TE","A","P1Y","2005",2008
"EST","TE","A","P1Y","2006",2001
"EST","TE","A","P1Y","2007",1998
"EST","TE","A","P1Y","2008",1968
"EST","TE","A","P1Y","2009",1831
"EST","TE","A","P1Y","2010",1875
"EST","TE","A","P1Y","2011",1919
"EST","TE","A","P1Y","2012",1886
"EST","TE","A","P1Y","2013",1866
"EST","TE","A","P1Y","2014",1859
"EST","TE","A","P1Y","2015",1852
"RUS","DE","A","P1Y","1992",1920
"RUS","DE","A","P1Y","1993",1934
"RUS","DE","A","P1Y","1994",1891
"RUS","DE","A","P1Y","1995",1886
"RUS","DE","A","P1Y","1996",1889
"RUS","DE","A","P1Y","1997",1945
"RUS","DE","A","P1Y","1998",1942
"RUS","DE","A","P1Y","1999",1981
"RUS","DE","A","P1Y","2000",2000
"RUS","DE","A","P1Y","2001",1995
"RUS","DE","A","P1Y","2002",1997
"RUS","DE","A","P1Y","2003",2007
"RUS","DE","A","P1Y","2004",2010
"RUS","DE","A","P1Y","2005",2013
"RUS","DE","A","P1Y","2006",2022
"RUS","DE","A","P1Y","2007",2020
"RUS","DE","A","P1Y","2008",2016
"RUS","DE","A","P1Y","2009",1995
"RUS","DE","A","P1Y","2010",1996
"RUS","DE","A","P1Y","2011",2000
"RUS","DE","A","P1Y","2012",2002
"RUS","DE","A","P1Y","2013",2002
"RUS","DE","A","P1Y","2014",2003
"RUS","DE","A","P1Y","2015",1997
"RUS","TE","A","P1Y","1992",1933
"RUS","TE","A","P1Y","1993",1939
"RUS","TE","A","P1Y","1994",1895
"RUS","TE","A","P1Y","1995",1891
"RUS","TE","A","P1Y","1996",1894
"RUS","TE","A","P1Y","1997",1951
"RUS","TE","A","P1Y","1998",1946
"RUS","TE","A","P1Y","1999",1964
"RUS","TE","A","P1Y","2000",1982
"RUS","TE","A","P1Y","2001",1980
"RUS","TE","A","P1Y","2002",1982
"RUS","TE","A","P1Y","2003",1993
"RUS","TE","A","P1Y","2004",1993
"RUS","TE","A","P1Y","2005",1989
"RUS","TE","A","P1Y","2006",1998
"RUS","TE","A","P1Y","2007",1999
"RUS","TE","A","P1Y","2008",1997
"RUS","TE","A","P1Y","2009",1974
"RUS","TE","A","P1Y","2010",1976
"RUS","TE","A","P1Y","2011",1979
"RUS","TE","A","P1Y","2012",1982
"RUS","TE","A","P1Y","2013",1980
"RUS","TE","A","P1Y","2014",1985
"RUS","TE","A","P1Y","2015",1978
"ITA","DE","A","P1Y","1995",1679.8
"ITA","DE","A","P1Y","1996",1689.5
"ITA","DE","A","P1Y","1997",1687.5
"ITA","DE","A","P1Y","1998",1698.8
"ITA","DE","A","P1Y","1999",1698.2
"ITA","DE","A","P1Y","2000",1696.4
"ITA","DE","A","P1Y","2001",1684.7
"ITA","DE","A","P1Y","2002",1671.5
"ITA","DE","A","P1Y","2003",1652.5
"ITA","DE","A","P1Y","2004",1656.5
"ITA","DE","A","P1Y","2005",1646.4
"ITA","DE","A","P1Y","2006",1651.6
"ITA","DE","A","P1Y","2007",1651.5
"ITA","DE","A","P1Y","2008",1652.8
"ITA","DE","A","P1Y","2009",1616.2
"ITA","DE","A","P1Y","2010",1615.8
"ITA","DE","A","P1Y","2011",1614.9
"ITA","DE","A","P1Y","2012",1579.9
"ITA","DE","A","P1Y","2013",1567
"ITA","DE","A","P1Y","2014",1567
"ITA","DE","A","P1Y","2015",1575.9
"LTU","TE","A","P1Y","1995",1729
"LTU","TE","A","P1Y","1996",1727
"LTU","TE","A","P1Y","1997",1733
"LTU","TE","A","P1Y","1998",1780
"LTU","TE","A","P1Y","1999",1726
"LTU","TE","A","P1Y","2000",1846
"LTU","TE","A","P1Y","2001",1831
"LTU","TE","A","P1Y","2002",1802
"LTU","TE","A","P1Y","2003",1786
"LTU","TE","A","P1Y","2004",1879
"LTU","TE","A","P1Y","2005",1879
"LTU","TE","A","P1Y","2006",1874
"LTU","TE","A","P1Y","2007",1904
"LTU","TE","A","P1Y","2008",1934
"LTU","TE","A","P1Y","2009",1863
"LTU","TE","A","P1Y","2010",1884
"LTU","TE","A","P1Y","2011",1859
"LTU","TE","A","P1Y","2012",1857
"LTU","TE","A","P1Y","2013",1841
"LTU","TE","A","P1Y","2014",1834
"LTU","TE","A","P1Y","2015",1860
"LVA","DE","A","P1Y","2003",1935
"LVA","DE","A","P1Y","2004",1876
"LVA","DE","A","P1Y","2005",1882
"LVA","DE","A","P1Y","2006",1825
"LVA","DE","A","P1Y","2007",1869
"LVA","DE","A","P1Y","2008",1796
"LVA","DE","A","P1Y","2009",1754
"LVA","DE","A","P1Y","2010",1688
"LVA","DE","A","P1Y","2011",1699
"LVA","DE","A","P1Y","2012",1701
"LVA","DE","A","P1Y","2013",1706
"LVA","DE","A","P1Y","2014",1752
"LVA","DE","A","P1Y","2015",1704
"LVA","TE","A","P1Y","2000",1976
"LVA","TE","A","P1Y","2001",1987
"LVA","TE","A","P1Y","2002",1938
"LVA","TE","A","P1Y","2003",1928
"LVA","TE","A","P1Y","2004",1878
"LVA","TE","A","P1Y","2005",1906
"LVA","TE","A","P1Y","2006",1907
"LVA","TE","A","P1Y","2007",1878
"LVA","TE","A","P1Y","2008",2002
"LVA","TE","A","P1Y","2009",1952
"LVA","TE","A","P1Y","2010",1935
"LVA","TE","A","P1Y","2011",1952
"LVA","TE","A","P1Y","2012",1934
"LVA","TE","A","P1Y","2013",1928
"LVA","TE","A","P1Y","2014",1938
"LVA","TE","A","P1Y","2015",1903
"CRI","DE","A","P1Y","2010",2364.9
"CRI","DE","A","P1Y","2011",2383.8
"CRI","DE","A","P1Y","2012",2326.6
"CRI","DE","A","P1Y","2013",2283.1
"CRI","DE","A","P1Y","2014",2291.1
"CRI","DE","A","P1Y","2015",2307.7
"CRI","TE","A","P1Y","2010",2314.9
"CRI","TE","A","P1Y","2011",2347.9
"CRI","TE","A","P1Y","2012",2280.7
"CRI","TE","A","P1Y","2013",2216.6
"CRI","TE","A","P1Y","2014",2209.6
"CRI","TE","A","P1Y","2015",2230.1
