COUNTRY,Country,VAR,Variable,CUR,Currency,YEAR,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
LTU,Lithuania,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2010,2010,EUR,Euro,6,Millions,,,644.3,,
LTU,Lithuania,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2011,2011,EUR,Euro,6,Millions,,,616.15,,
LTU,Lithuania,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2012,2012,EUR,Euro,6,Millions,,,721.28,,
LTU,Lithuania,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2013,2013,EUR,Euro,6,Millions,,,804.96,,
LTU,Lithuania,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2014,2014,EUR,Euro,6,Millions,,,896.6,,
LTU,Lithuania,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2008,2008,EUR,Euro,6,Millions,,,24.61,,
LTU,Lithuania,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2009,2009,EUR,Euro,6,Millions,,,36.36,,
LTU,Lithuania,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2010,2010,EUR,Euro,6,Millions,,,65.57,,
LTU,Lithuania,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2011,2011,EUR,Euro,6,Millions,,,82.96,,
LTU,Lithuania,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2012,2012,EUR,Euro,6,Millions,,,102.83,,
LTU,Lithuania,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2013,2013,EUR,Euro,6,Millions,,,133.03,,
LTU,Lithuania,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2014,2014,EUR,Euro,6,Millions,,,141.62,,
LTU,Lithuania,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2008,2008,EUR,Euro,6,Millions,,,133.5,,
LTU,Lithuania,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2009,2009,EUR,Euro,6,Millions,,,103.7,,
LTU,Lithuania,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2010,2010,EUR,Euro,6,Millions,,,107.1,,
LTU,Lithuania,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2011,2011,EUR,Euro,6,Millions,,,113.6,,
LTU,Lithuania,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2012,2012,EUR,Euro,6,Millions,,,117.2,,
LTU,Lithuania,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2013,2013,EUR,Euro,6,Millions,,,128,,
LTU,Lithuania,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2014,2014,EUR,Euro,6,Millions,,,138.1,,
MKD,Former Yugoslav Republic of Macedonia,EXPORT_TOTAL,Total international receipts,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,262.61,,
MKD,Former Yugoslav Republic of Macedonia,EXPORT_TOTAL,Total international receipts,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,231.414,,
MKD,Former Yugoslav Republic of Macedonia,EXPORT_TOTAL,Total international receipts,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,199.493,,
MKD,Former Yugoslav Republic of Macedonia,EXPORT_TOTAL,Total international receipts,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,242.735,,
MKD,Former Yugoslav Republic of Macedonia,EXPORT_TOTAL,Total international receipts,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,236.479,,
MKD,Former Yugoslav Republic of Macedonia,EXPORT_TOTAL,Total international receipts,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,269.811,,
MKD,Former Yugoslav Republic of Macedonia,EXPORT_TOTAL,Total international receipts,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,297.949,,
MKD,Former Yugoslav Republic of Macedonia,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,228.46,,
MKD,Former Yugoslav Republic of Macedonia,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,217.781,,
MKD,Former Yugoslav Republic of Macedonia,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,197.292,,
MKD,Former Yugoslav Republic of Macedonia,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,240.478,,
MKD,Former Yugoslav Republic of Macedonia,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,233.67,,
MKD,Former Yugoslav Republic of Macedonia,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,266.581,,
MKD,Former Yugoslav Republic of Macedonia,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,294.675,,
MKD,Former Yugoslav Republic of Macedonia,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,34.149,,
MKD,Former Yugoslav Republic of Macedonia,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,13.633,,
MKD,Former Yugoslav Republic of Macedonia,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,2.201,,
MKD,Former Yugoslav Republic of Macedonia,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,2.257,,
MKD,Former Yugoslav Republic of Macedonia,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,2.81,,
MKD,Former Yugoslav Republic of Macedonia,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,3.23,,
MKD,Former Yugoslav Republic of Macedonia,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,3.274,,
MKD,Former Yugoslav Republic of Macedonia,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,190.653,,
MKD,Former Yugoslav Republic of Macedonia,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,149.78,,
MKD,Former Yugoslav Republic of Macedonia,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,130.76,,
MKD,Former Yugoslav Republic of Macedonia,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,158.831,,
MKD,Former Yugoslav Republic of Macedonia,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,153.085,,
MKD,Former Yugoslav Republic of Macedonia,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,167.55,,
MKD,Former Yugoslav Republic of Macedonia,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,185.508,,
MKD,Former Yugoslav Republic of Macedonia,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,136.313,,
MKD,Former Yugoslav Republic of Macedonia,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,100.183,,
MKD,Former Yugoslav Republic of Macedonia,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,91.874,,
MKD,Former Yugoslav Republic of Macedonia,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,113.069,,
MKD,Former Yugoslav Republic of Macedonia,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,111.367,,
MKD,Former Yugoslav Republic of Macedonia,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,130.585,,
MKD,Former Yugoslav Republic of Macedonia,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,148.817,,
MKD,Former Yugoslav Republic of Macedonia,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,54.34,,
MKD,Former Yugoslav Republic of Macedonia,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,49.598,,
MKD,Former Yugoslav Republic of Macedonia,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,38.886,,
MKD,Former Yugoslav Republic of Macedonia,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,45.762,,
MKD,Former Yugoslav Republic of Macedonia,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,41.719,,
MKD,Former Yugoslav Republic of Macedonia,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,36.965,,
MKD,Former Yugoslav Republic of Macedonia,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,36.692,,
MLT,Malta,EXPORT_TOTAL,Total international receipts,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,1325,,
MLT,Malta,EXPORT_TOTAL,Total international receipts,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,1111,,
MLT,Malta,EXPORT_TOTAL,Total international receipts,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,1252,,
MLT,Malta,EXPORT_TOTAL,Total international receipts,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,1461.405,,
MLT,Malta,EXPORT_TOTAL,Total international receipts,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,1506,,
MLT,Malta,EXPORT_TOTAL,Total international receipts,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,1614,,
MLT,Malta,EXPORT_TOTAL,Total international receipts,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,1710,,
MLT,Malta,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,1073,,
MLT,Malta,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,892,,
MLT,Malta,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,1079,,
MLT,Malta,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,1268,,
MLT,Malta,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,1270,,
MLT,Malta,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,1404,,
MLT,Malta,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,1517,,
MLT,Malta,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,252,,
MLT,Malta,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,219,,
MLT,Malta,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,173,,
MLT,Malta,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,193.405,,
MLT,Malta,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,236,,
MLT,Malta,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,210,,
MLT,Malta,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,193,,
MLT,Malta,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,361.734,,
MLT,Malta,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,360.423,,
MLT,Malta,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,362.214,,
MLT,Malta,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,399.509,,
MLT,Malta,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,408,,
MLT,Malta,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,464.759,,
MLT,Malta,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,465,,
MLT,Malta,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,308,,
MLT,Malta,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,289,,
MLT,Malta,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,310,,
MLT,Malta,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,333.31,,
MLT,Malta,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,341,,
MLT,Malta,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,383.759,,
MLT,Malta,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,399,,
MLT,Malta,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,53.734,,
MLT,Malta,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,71.423,,
MLT,Malta,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,52.214,,
MLT,Malta,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,66.199,,
MLT,Malta,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,67,,
MLT,Malta,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,81,,
MLT,Malta,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,66,,
MAR,Morocco,EXPORT_TOTAL,Total international receipts,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,8077.458,,
MAR,Morocco,EXPORT_TOTAL,Total international receipts,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,7562.5,,
MAR,Morocco,EXPORT_TOTAL,Total international receipts,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,7805.575,,
MAR,Morocco,EXPORT_TOTAL,Total international receipts,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,8499.629,,
MAR,Morocco,EXPORT_TOTAL,Total international receipts,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,8049.19,,
MAR,Morocco,EXPORT_TOTAL,Total international receipts,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,8507.848,,
MAR,Morocco,EXPORT_TOTAL,Total international receipts,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,8911.534,,
MAR,Morocco,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,6734,E,Estimated value
MAR,Morocco,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,6133.29,,
MAR,Morocco,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,6330.427,,
MAR,Morocco,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,6754.104,,
MAR,Morocco,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,6256.748,,
MAR,Morocco,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,7070.856,,
MAR,Morocco,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,7222.985,,
MAR,Morocco,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,1343.458,E,Estimated value
MAR,Morocco,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,1429.21,,
MAR,Morocco,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,1475.148,,
MAR,Morocco,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,1745.525,,
MAR,Morocco,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,1792.442,,
MAR,Morocco,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,1436.992,,
MAR,Morocco,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,1688.549,,
MAR,Morocco,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,1920.698,,
MAR,Morocco,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,1692.29,,
MAR,Morocco,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,1891.293,,
MAR,Morocco,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,2249.654,,
MAR,Morocco,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,2093.241,,
MAR,Morocco,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,1997.372,,
MAR,Morocco,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,2251.629,,
MAR,Morocco,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,1093.398,,
MAR,Morocco,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,1091.943,,
MAR,Morocco,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,1209.134,,
MAR,Morocco,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,1326.23,,
MAR,Morocco,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,1251.968,,
MAR,Morocco,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,1317.122,,
MAR,Morocco,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,1429.013,,
MAR,Morocco,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,827.3,,
MAR,Morocco,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,600.347,,
MAR,Morocco,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,682.159,,
MAR,Morocco,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,923.424,,
MAR,Morocco,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,841.273,,
MAR,Morocco,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,680.25,,
MAR,Morocco,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,822.616,,
MAR,Morocco,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2009,2009,MAD,Moroccan Dirham,6,Millions,,,21656,,
MAR,Morocco,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2010,2010,MAD,Moroccan Dirham,6,Millions,,,23888,,
MAR,Morocco,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2011,2011,MAD,Moroccan Dirham,6,Millions,,,26074,,
MAR,Morocco,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2012,2012,MAD,Moroccan Dirham,6,Millions,,,28121,,
MAR,Morocco,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2013,2013,MAD,Moroccan Dirham,6,Millions,,,30581,,
MAR,Morocco,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2014,2014,MAD,Moroccan Dirham,6,Millions,,,32680,,
PHL,Philippines,EXPORT_TOTAL,Total international receipts,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,3292.455,,
PHL,Philippines,EXPORT_TOTAL,Total international receipts,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,2916.118,,
PHL,Philippines,EXPORT_TOTAL,Total international receipts,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,3441.521,,
PHL,Philippines,EXPORT_TOTAL,Total international receipts,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,4052.707,,
PHL,Philippines,EXPORT_TOTAL,Total international receipts,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,4962.575,,
PHL,Philippines,EXPORT_TOTAL,Total international receipts,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,5598.212,,
PHL,Philippines,EXPORT_TOTAL,Total international receipts,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,5701.259,,
PHL,Philippines,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,2562.599,,
PHL,Philippines,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,2369.867,,
PHL,Philippines,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,2645.093,,
PHL,Philippines,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,3197.657,,
PHL,Philippines,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,4060.503,,
PHL,Philippines,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,4689.689,,
PHL,Philippines,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,4767.44,,
PHL,Philippines,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,729.856,,
PHL,Philippines,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,546.251,,
PHL,Philippines,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,796.429,,
PHL,Philippines,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,855.05,,
PHL,Philippines,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,902.072,,
PHL,Philippines,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,908.523,,
PHL,Philippines,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,933.819,,
PHL,Philippines,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,4284.732,,
PHL,Philippines,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,4055.901,,
PHL,Philippines,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,5963.949,,
PHL,Philippines,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,6055.442,,
PHL,Philippines,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,7139.97,,
PHL,Philippines,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,8399.449,,
PHL,Philippines,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,10436.814,,
PHL,Philippines,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,3788.932,,
PHL,Philippines,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,3670.901,,
PHL,Philippines,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,5486.82,,
PHL,Philippines,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,5616.442,,
PHL,Philippines,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,6547.97,,
PHL,Philippines,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,7832.807,,
PHL,Philippines,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,9920.246,,
PHL,Philippines,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,495.8,,
PHL,Philippines,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,385,,
PHL,Philippines,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,477.129,,
PHL,Philippines,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,439,,
PHL,Philippines,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,592,,
PHL,Philippines,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,566.642,,
PHL,Philippines,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,516.568,,
PHL,Philippines,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2008,2008,PHP,Philippine Peso,6,Millions,,,490260,,
PHL,Philippines,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2009,2009,PHP,Philippine Peso,6,Millions,,,531447,,
PHL,Philippines,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2010,2010,PHP,Philippine Peso,6,Millions,,,713761,,
